id,title,content,category
56.0,Citizenship event for 18s touted," Citizenship ceremonies could be introduced for people celebrating their 18th birthday, Charles Clarke has said.  The idea will be tried as part of an overhaul of the way government approaches ""inclusive citizenship"" particularly for ethnic minorities. A pilot scheme based on ceremonies in Australia will start in October. Mr Clarke said it would be a way of recognising young people reaching their voting age when they also gain greater independence from parents. Britain's young black and Asian people are to be encouraged to learn about the nation's heritage as part of the government's new race strategy which will also target specific issues within different ethnic minority groups. Officials say the home secretary wants young people to feel they belong and to understand their ""other cultural identities"" alongside being British. The launch follows a row about the role of faith schools in Britain. On Monday school inspection chief David Bell, accused some Islamic schools of failing to teach pupils about their obligations to British society.  The Muslim Council of Britain said Ofsted boss Mr Bell's comments were ""highly irresponsible"". The Home Office started work on its Community Cohesion and Race Equality Strategy last year and the outcome, launched on Wednesday, is called 'Improving Opportunity, Strengthening Society'. It is aimed at tackling racism, exclusion, segregation and the rise in political and religious extremism. ""It represents a move away from the one-size-fits-all approach to focus on specifics within cultural groups,"" said a Home Office spokesman. ""It is not right to say that if you are from a black or ethnic minority group you must be disadvantaged."" The spokesman highlighted specific issues that affect particular communities - for example people of south Asian origin tend to suffer from a high incidence of heart disease.  ""It is about drilling down and focusing on these sorts of problems,"" the spokesman added. Launching the initiative Mr Clarke said enormous progress had been made on race issues in recent years. He added: ""But while many members of black and minority ethnic communities are thriving, some may still find it harder to succeed in employment or gain access to healthcare, education or housing. ""This strategy sets out the government's commitment to doing more to identify and respond to the specific needs of minorities in our society."" Some 8% of the UK population described themselves as coming from a non-white ethnic minority in the 2001 Census.  The Downing Street Strategy Unit in 2003 said people from Indian and Chinese backgrounds were doing well on average, often outperforming white people in education and earnings. But those of Pakistani, Bangladeshi and black Caribbean origin were significantly more likely to be unemployed and earn less than whites, it said. The Home Office wants more initiatives which try to promote a sense of belonging by encouraging young people to take part in voluntary work. The programmes are designed to support the citizenship lessons already taking place in schools. ",politics
57.0,England children's tsar appointed," The first children's commissioner for England has been appointed.  Great Ormond Street Hospital professor of child health, Al Aynsley-Green, was chosen by the government and will start the Β£100,000-a-year job immediately. He will oversee a Β£2.5m annual budget and have the power to look into ""any matter relating to the interests and well-being of children"". Prof Aynsley-Green has also been the national clinical director for children in the Department of Health. He promised to make sure that children's opinions ""count"".  ""I will be drawing on my experience of working with children and young people to help ensure that those with the power to improve children's lives do live up to their responsibilities. ""I want all children and young people to know that they can approach me to discuss any matter that affects them, knowing that I will value their opinion."" Education Secretary Ruth Kelly said Prof Aynsley-Green would ""strengthen the voice of children and young people"". Prof Aynsley-Green was a lecturer at Oxford University, trained at Guy's Hospital Medical School, University of London; Oriel College, Oxford; and in Switzerland. He is described as ""a proud grandfather"" of four. Scotland, Wales and Northern Ireland already have children's commissioners. ",politics
58.0,EU China arms ban 'to be lifted'," The EU embargo on arms exports to China is likely to be lifted in the next six months despite US objections, UK Foreign Secretary Jack Straw has said.  The 15-year-old ban was imposed in the aftermath of China's crackdown on protesters in Tiananmen Square. Mr Straw told a Commons select committee human rights concerns over China remained. But he said it was wrong to put China under the same embargo as countries such as Zimbabwe and Burma.  In December, the EU pledged to work towards lifting the ban but said it was not ready to do so yet. The EU's move was welcomed at the time by Beijing, which described the embargo as a ""product of the Cold War"". German Chancellor Gerhard Schroeder and French President Jacques Chirac have repeatedly called for the embargo to be lifted. Britain has been more cautious on the issue, but on Wednesday Mr Straw said he also wanted it to end. ""I have long understood China's argument, that to lump them in with, say, Burma and Zimbabwe is not appropriate and I don't think it is,"" he told the joint committee on Strategic Export Controls. He said ""it is more likely than not"" that the ban would be lifted before Britain takes over the presidency of the EU from Luxembourg in July. But he said an EU code of conduct would prevent an increase in the number of arms being exported to the country. ""If it is lifted we will end up with as effective arms controls in relation to China as we have now.""  Mr Straw said the US government was suspicious of ""the motives of some other countries within the EU"" in wanting the ban lifted. But he said many of Washington's objections were based on a ""lack of information and understanding"" of how export control guidelines worked in EU countries. And ""intense discussions"" were taking place with US officials to convince them it was the right thing to do. Washington is thought to fear it would lead to a buying spree for arms that could be used by China to threaten its diplomatic rival Taiwan. US officials say they are not satisfied the mechanisms in the EU code of conduct are robust enough to prevent abuses. US Undersecretary of State John Bolton is meeting British officials this week to press the case for keeping the embargo. ",politics
59.0,'Debate needed' on donations cap," A cap on donations to political parties should not be introduced yet, the elections watchdog has said.  Fears that big donors can buy political favours have sparked calls for a limit. In a new report, the Electoral Commission says it is worth debating a Β£10,000 cap for the future but now is not the right time to introduce it. It also says there should be more state funding for political parties and candidates should be able to spend more on election campaigning.  There were almost Β£68m in reported donations to political parties in 2001, 2002 and 2003, with nearly Β£12m of them from individual gifts worth more than Β£1m. The rules have already been changed so the public can see who gives how much to the parties but the report says there are still public suspicions. The commission says capping donations would mean taxpayers giving parties more cash - something which would first have to be acceptable to the public and shown to work. ""While we are not in principle opposed to the introduction of a donation cap, we do not believe that such a major departure from the existing system now would be sensible,"" says its report. If there was to be a cap, it should be Β£10,000 - a small enough amount to make a difference but which would have banned Β£56m in donations between 2001 and 2003.  Even without changes the commission does urge political parties to seek out more small-scale donations and suggests there should be income tax relief for gifts under Β£200. It also suggests increasing state funding for parties to Β£3m so help can be extended to all parties with at least two members in the House of Commons, European Parliament, Scottish Parliament, Welsh Assembly or Northern Ireland Assembly. And it suggests new ways of boosting election campaigning, seen as a way of improving voter turnout. All local election candidates should be entitled to a free mailshot for campaign leaflets, says the watchdog. And there should be a shift in the amount of money allowed to be spent at elections from a national level to a local level to help politicians engage better with voters.  The report suggests doubling the money which can be spent by candidates, while cutting national spending limits from Β£20m to Β£15m. The commission also says the spending limits for general elections should cover the four months before the poll - as happens with other elections. Electoral Commission chairman Sam Younger said: ""There is no doubt that political parties have a vital role to play in maintaining the health of our democracy and for this they need to be adequately resourced. ""Our research has shown that people want to be more informed about party politics and that they want politicians to be more visible and accessible. ""The public are reluctant for the state to fund parties but at the same time are unhappy with large private donations."" He called for a wider public debate on party funding to find the consensus needed for radical changes to the current system. ",politics
60.0,Cardinal criticises Iraq war cost," Billions of pounds spent on conflict in Iraq and in the Middle East should have been used to reduce poverty, Cardinal Cormac Murphy-O'Connor has said.  The head of the Catholic Church in England and Wales made the comments on BBC Radio 4 and will re-iterate his stance in his Christmas Midnight Mass. The cardinal used a Christmas message to denounce the war in Iraq as a ""terrible"" waste of money. He and the Archbishop of Canterbury have both spoken out about the war.  Speaking on BBC Radio 4's Thought for the Day slot, he criticised the fact that ""billions"" have been spent on war, instead of being used to bring people ""out of dire poverty and malnourishment and disease"". The cardinal said 2005 should be the year for campaigning to ""make history poverty"". He added: ""If the governments of the rich countries were as ready to devote to peace the resources they are willing to commit to war, that would be to see with new eyes and speak with a new voice and perhaps then others would listen to us with new ears."" The cardinal will touch on this theme again on Friday night when he will tell the congregation of 2,000 at Westminster Cathedral that peace is ""worth, always, striving for"".  ""How is it that peace has not arrived?,"" the cardinal will ask. ""How is it that there is war in Iraq, violence in the Holy Land, and the horror of pain and death amongst the poor and deprived who suffer from injustice and thus do not find peace?"" ""How can one wish a happy Christmas for our fellow Christians in Iraq or in the Holy Land or those who suffer in Africa unless you and I, in whatever way is open to us, say and do what makes for peace?"" Both the Cardinal and Archbishop of Canterbury Dr Rowan Williams appealed for the weapons inspectors to be given more time in Iraq before the war started. Dr Williams has since criticised the government over its case for war, saying the failure to find weapons of mass destruction had damaged faith in the political system.  On Friday, the Cardinal will ask the congregation to search for peace. ""It is possible, it is real, it is worth, always, striving for, because of the promise of Our Saviour,"" he will say. ""I also wish you peace in your homes because peace in your home is the beginning of peace in the homes of the community. "" A spokesman said Downing Street had no comment to make. But Prime Minister Tony Blair has said he will put Africa at the top of the agenda when Britain chairs the G8 summit next year. ",politics
61.0,Assembly ballot papers 'missing'," Hundreds of ballot papers for the regional assembly referendum in the North East have ""disappeared"".  Royal Mail says it is investigating the situation, which has meant about 300 homes in County Durham are not receiving voting packs. Officials at Darlington Council are now in a race against time to try and rectify the situation. The all-postal votes of about two million electors are due to be handed in by 4 November. A spokesman for Darlington Council said: ""We have sent out the ballot papers, the problem is with Royal Mail. ""Somewhere along the line, something has gone wrong and these ballot papers have not been delivered. ""The Royal Mail is investigating to see if they can find out what the problem is.""  A spokeswoman for Royal Mail said: ""We are investigating a problem with the delivery route in the Mowden area of Darlington. ""This is affecting several hundred properties, which have failed to receive ballot papers. ""We are working closely with the council and will do all we can to help rectify the problem. ""No-one will not receive their ballot paper as special hand deliveries will take place where necessary. ""We are unaware of any other problems of this kind to do with the regional assembly vote.""  The Darlington Council spokesman added: ""Initially we had complaints from a couple of residents in Mowden to say they thought they should have had their ballot papers by now. ""We then made further investigations and it became clear this was a bigger issue."" A spokeswoman for the Electoral Commission told BBC News Online that letters were being sent out to those homes affected. She said the commission was satisfied that measures had been put in place to ensure all voters received ballot papers in time. So far a total of 569,072 ballot envelopes have been scanned by bar code at counting offices across the North East. ",politics
62.0,Muslims discuss election concerns," Issues that Muslims should be considering before voting in the next general election are to be debated by UK community representatives.  The event is being held by the Muslim Association of Britain (MAB), which believes Muslim voters could influence the result in up to 50 constituencies. Last year MAB, which opposed the war in Iraq, urged Muslims not to vote for Labour in the European elections. But a spokesman stressed the meeting was ""not necessarily anti-Labour"". ""This meeting is not anti-party in particular, it's anti-policy, it's on the issues we are going to ask Muslims to vote on,"" MAB spokesman Dr Azzam Tamimi said of Tuesday's event.  ""There are issues of concern to Muslims, and Muslims generally agree on them but have not in the past been aware of how a vote can serve these issues."" Dr Tamimi said the main issues Muslims should consider were what he referred to as the war on Iraq, the Palestinian situation, the erosion of civil liberties for Muslims in the UK and economic, social and education problems.  Approximately 1.1m of the UK's 1.6m Muslims are of voting age. Previous election research has shown the overwhelming majority have traditionally voted Labour, but more recent studies have suggested Labour support has been falling away significantly among some Muslim voters.  Anger over the war in Iraq has appeared to be the main reason, with many saying it was ""unjustified"". Representatives from a number of Muslim organisations will attend Tuesday's event. Among them will be the Muslim Council of Britain (MCB). The chairman of the MCB's public affairs committee, Sher Khan, said the war in Iraq would be a ""significant factor"" affecting Muslims' voting intentions. ""I think it's going to be quite significant because of the number of seats in which they could have an impact,"" Mr Khan said.  However, Professor John Curtice, of the University of Strathclyde, is sceptical about how much difference tactical voting by Muslims could make. ""For the most part the Labour constituencies where there's a large Muslim community are relatively safe, but there are one or two that are not quite so safe,"" Professor Curtice said.  The constituencies where Labour was most at risk from a Muslim tactical vote were Bethnal Green, in east London, and Rochdale in Lancashire, he added. In Bethnal Green, former Labour MP George Galloway, who founded the anti-war party Respect, is standing against sitting MP Oona King, who had a 10,000-vote majority in 2001. In Rochdale, the Liberal Democrats - the mainstream party a 2004 ICM survey showed was benefiting most from Muslim disaffection with Labour - secured second place in the 2001 election, securing just under 6,000 votes fewer than Labour's Lorna Fitzsimons. But Professor Curtice said the Muslim anti-war vote could be split between the Liberal Democrats and Respect, meaning neither would benefit much at the ballot box. ""Ironically the Tories might be the beneficiaries if Labour does lose seats, which is generally the case,"" he said. But Dr Tamimi said MAB's intention was not to ""empower"" the Tories. ""We know the next government will be Labour, but we are aiming to send a message that it will make a difference if the Muslims use their vote properly. ""If the next Labour government has a reduced majority that's a great achievement because having a very big majority has been very harmful for politics in this country,"" Dr Tamimi said. ",politics
63.0,Drive to 'save' festive holidays," Efforts are being made to 'protect' workers' days off on Christmas Day and New Year's Day.  Support is being sought for a bill which would ensure that large retailers in Scotland remain closed on Christmas Day and 1 January. The Usdaw trade union said shop workers should be able to enjoy a break with their families. MSP Karen Whitefield wants to ensure only those whose roles are essential are at work over the festive season. In recent years, more stores have been opening on traditional holidays, with some starting their end-of-year sale on Christmas Day or New Year's Day. Ms Whitefield said: ""I have found members of the public to be very supportive when I have been campaigning on the streets.  ""The early evidence shows quite clearly that the vast majority of people believe that shop workers should be given these two special days to spend with friends and family."" Usdaw general secretary John Hannett added: ""Christmas Day and New Year's Day are special days for everyone in Scotland and the fact that shops do not open is an important part of making them special. They are largely collective days of rest. ""We want people to tell Karen, through her consultation, whether they want the special nature of these days to remain, or whether they want them to become like any other trading day, with shops open for business as usual."" The consultation on a Christmas & New Year's Day Trading Bill has so far attracted almost 500 responses and closes on 7 February. ",politics
64.0,Blair hails Turkey-EU talks deal," Tony Blair has hailed a deal bringing Turkey a step closer to EU membership as important for the world's future ""peace and prosperity"".  Mr Blair has been a leading advocate of Turkish membership despite controversy surrounding the idea. Leaving a Brussels summit Mr Blair said ""the fact Turkey is a Muslim country does not mean it should be barred"". The deal to open formal talks with Ankara came despite an EU demand for Turkey to recognise Cyprus. It was agreed the issue can be tackled at a later date but Turkish premier Recep Erdogan had to accept negotiations did not guarantee his country full EU membership.  If it joins, Turkey may have to accept restrictions to limit migration by its citizens. Mr Blair said having Turkey in the EU was of ""importance to the future peace and prosperity of my country, Britain, and the wider world"".  ""We are stating a fundamental principle that the fact Turkey is a Muslim country does not mean it should be barred from Europe. ""On the contrary, if it fulfils the same principles of human rights, then Muslim and Christian can work together."" Under the agreement, Turkey must issue a written statement promising to sign an accord effectively recognising the Greek Cypriot government, but gives Turkey more time to sell the idea to its people.  The internationally recognised southern part of Cyprus is an EU member, but Turkey, which occupies northern Cyprus, had previously insisted it would not bow to demands to recognise the country, calling the issue a ""red line"". It could take up to 15 years before Turkey is able to join, and entry cannot be guaranteed. The EU has also announced that it will start accession talks with Croatia in April 2005. However, talks will begin only if the country co-operates fully with the UN war crimes tribunal for the former Yugoslavia. ",politics
65.0,Guantanamo pair's passport ban," The government has written to two of the British men freed from Guantanamo Bay telling them they will not be allowed passports.  A letter sent to Martin Mubanga said his British passport would not be issued in the light of evidence gathered against him by the US. This suggested he was likely to take part in action against UK or allied targets if he left Britain, it said. An identical letter has been sent to Feroz Abbasi, the men's solicitor says.  It is not known whether the other two men released from the Cuba detention camp in January - Richard Belmar and Moazzam Begg - have also received letters. The government is implementing the rarely used Royal Prerogative in order to withdraw the men's passports. It is only the 13th time the power has been used since 1947 - the last time was in 1976. The letter, from the Home Office, says: ""I am writing to inform you that on the basis of the information which has come to light during your detention by the United States, the home secretary considered that there are strong grounds for believing that, on leaving the United Kingdom, you would take part in activities against the United Kingdom, or allied targets.""  The Home Office said it could not comment on individual cases.  The Liberal Democrats say they suspect the move is part of a package of security measures agreed with the US in order for the men to be allowed home from Guantanamo Bay.  Home Affairs spokesman Mark Oaten also demanded assurances that the evidence against the men was not gained under torture. He added: ""The power should only be used in absolute extreme circumstances and I find it hard to believe that these conditions have been met this time."" He said the move also raised complex questions about the use of the Royal Prerogative. The Liberal Democrats have promised to raise the issue in Parliament.  Amnesty International UK also questioned whether the decisions had been based on ""torture evidence"" obtained at Guantanamo Bay. ""Furthermore, we believe there should be an investigation into the role played by the UK in the detention of UK residents and nationals and possibly many others at Guantanamo Bay,"" said director Kate Allen. The men's solicitor, Louise Christian, has raised questions about whether the evidence was gathered through torture. But the Pentagon told BBC News US policy ""condemns and prohibits"" torture and said there was no evidence that any British detainee was tortured or abused. Mr Abbasi, 23, from Croydon, south London, was taken to Guantanamo Bay after being captured in Afghanistan in 2001. Mr Mubanga, 29, from north London, was originally detained in Zambia. ",politics
66.0,Commons hunt protest charges," Eight protesters who stormed the House of Commons chamber during a debate on the Hunting Bill have been charged with disorderly conduct.  The men were arrested in September after bursting into the chamber causing a hunting ban debate to be halted. Those charged included Otis Ferry, the 22-year-old son of rock star Bryan Ferry and Luke Tomlinson, 27, a close friend of princes William and Harry. They were charged under Section 5 of the Public Order Act, police said.  Five of the eight men held an impromptu news conference outside Charing Cross Police Station on Monday evening, after the charges were formerly put to them. The men's solicitor Matthew Knight, said that at no time had it occurred to the men that they were committing a criminal offence.  ""There is no offence of trespassing in the House of Commons - it is not a criminal offence,"" he said. ""If Parliament wanted to make entering the House of Commons chamber on foot a criminal offence it should have done so, but it can't do so retrospectively. ""We are not prosecuted for that. We are prosecuted for a Public Order Act offence. We are not guilty of it."" They will appear at Bow Street Magistrates' Court on 21 December, a police spokesman said. Otis Ferry, a former Eton pupil and joint leader of the South Shropshire Hunt, said: ""I have no regrets. ""We have done nothing wrong beyond the obvious which was to stand up for our rights and not act like a sheep like the rest of the country."" One of the men, David Redvers, 34, from Hartpury, Gloucestershire, said he and the other seven protesters would plead not guilty to the charges.  The other protesters are John Holliday, 37, a huntsman from Ledbury, Herefordshire, Robert Thame, 34, who plays polo with Princes Charles in Team Highgrove, auctioneer Andrew Elliot, 42, from Bromesberrow, near Ledbury, point-to-point jockey Richard Wakeham, 34, from York, and former royal chef Nick Wood, 41. The 15 September protest came on the same day as a huge pro-hunting demonstration in Parliament Square. Four of the men ran out from behind the speaker's chair while another wrestled past a doorkeeper from a different entrance. The five tried to confront MPs before they were bundled out of the chamber and later led away handcuffed by police. Three others had been intercepted by security staff as they tried to join the five in the chamber.  Speaker Michael Martin later said the men had used a forged letter to gain access to the House of Commons and had been helped to get close to the chamber by a parliamentary pass holder. In November, the use of the Parliament Act meant a total ban on hunting with dogs in England and Wales. However, many pro-hunt activists remained defiant after the law was passed, saying they would ignore the ban and continue to hunt. Last week, the Countryside Alliance said more than 250 hunts would meet legally the day after the ban on hunting with dogs comes into force. The alliance said the 19 February meets would show the new law was ""impossibly difficult to determine"" and open to different interpretations. ",politics
67.0,Child access laws shake-up," Parents who refuse to allow former partners contact with their children could be electronically tagged under plans being considered by ministers. Curfews and community service orders were other options which could be used if court orders to allow parental access were defied, Lord Falconer said. The constitutional affairs secretary outlined some of the plans on Tuesday. He denied fathers' activists had forced the changes, telling the BBC ""there is a recognition that something is wrong"". Between 15,000 and 20,000 couples go to court to resolve access disputes each year, although in nine out of 10 separations there is no court intervention.  Lord Falconer told BBC Radio 4's Today programme he hoped voluntary mediation could help solve disputes before they reached court. But he opposed compulsory mediation, saying that it would lead to many people taking part with the wrong attitude. Other plans include:    - Parenting plans to give advice on access arrangements, based on real-life examples that have worked in the past   - Extending in-court conciliation - more informal hearings before contested court cases   - Better access to legal, emotional and practical advice by telephone and internet   - Legal aid changes to give incentives for early resolution of disputes.     Judges can already jail parents who breach contact orders but that was a ""nuclear option"" which was rarely used as it was not seen as being in the child's interests, a spokesman said. The aim of the new legislation was to provide a ""medium range"" of penalties, such as fines, community service orders, compulsory anger management or parenting classes or curfews.  Failure to comply with these measures could result in offenders being electronically tagged. On the possibility of tagging uncooperative parents, Lord Falconer said: ""Tagging may be going too far, but let's have a debate about that."" Full details of the new powers will not be revealed until a bill is published ""in the next two weeks,"" a spokesman said.  The government's proposals have met with disapproval from fathers' rights groups. John Ison, from the controversial group Fathers 4 Justice, said: ""It is very disappointing. What we have got is a cynical case of recycling existing legislation."" Jim Parton, from Families Need Fathers, said the new proposals ""lacked compulsion"".  ""We would like to see couples develop a plan and then have it as a source of a court order - then you know where you stand, you know what the minimum access is. ""Otherwise, you see people make agreements which then fall apart."" Mr Parton said he had been told by Children's Minister Margaret Hodge there was not enough time to pass the bill through parliament before the general election, which is likely to take place in May.  The Conservatives have called for an equal split between parents on access to be made law. Theresa May, shadow secretary for the family, told BBC Radio 4's Today programme that the government's plans were ""inadequate"" and were ""papering over the cracks of the current system"". She said a Conservative government would bring a ""radical reform"" of the family courts, as well as enforcing a ""legal presumption of co-parenting and compulsory mediation"". ""We want to make courts the last resort, rather than the first resort,"" she added. The government says children cannot simply be divided up ""like property"" when a marriage collapses. The Liberal Democrats have argued for flexibility in deciding access rules, rather than having ""rigid targets"". ",politics
68.0,MPs to debate 'euthanasia laws'," MPs are preparing to debate a bill which critics claim would legalise euthanasia ""by the back door"".  The bill would give legal force to ""living wills"", where people say they want medical treatment withheld if they become severely incapacitated. The Mental Capacity Bill has broad support from charities who say it would give better safeguards over treatment. But Christian groups say it could mean doctors withholding food and fluids even if they think it inappropriate.  Ministers insist the Mental Capacity Bill - for England and Wales - would not change laws on assisted suicide and contains a presumption in favour of preserving life.  The bill would establish a legal presumption that everybody can make decisions about their own treatment unless proved otherwise. It would allow people to give somebody the power of attorney to make decisions on their behalf, which could be challenged by doctors. Critics fear it could allow ""killing by omission"" through withdrawing treatment. An amendment to the bill - specifically preventing decisions that would bring about death - has been tabled by former Conservative leader Iain Duncan Smith. Ninety one MPs have signed a petition backing the amendment. MPs could vote on it later on Tuesday, during the bill's report stage debate. The Bill will then go to a third reading and be debated in the Lords, before becoming law.  The Christian Medical Fellowship (CMF) and Lawyers' Christian Fellowship (LCF) said the Mental Capacity Bill would allow euthanasia by the ""back door"". Peter Saunders of the CMF said it believed advance refusals should be only advisory, not legally binding. ""CMF is concerned that patients will make unwise and hasty advance decisions to refuse food and fluids without being properly informed about the diagnosis and the expected course their illness will take,"" he said.  The LCF's Andrea Williams said there were ""too many loopholes that could be abused by unscrupulous doctors"". Ex-Labour minister Frank Field told BBC Two's Newsnight programme there was a danger people would feel under pressure to ""do away"" with themselves so relatives could inherit their assets.  Constitutional Affairs Minister David Lammy said laws affecting 750,000 people with dementia needed updating. Mr Lammy told BBC News Labour MPs would not get a free vote as the law was being strengthened, not changed. ""We are against euthanasia, we are against assisted suicide but we are in a situation now where people can make living wills and that has the force of the common law,"" he said. ""Doctors are saying they want more clarity. Patients are saying they want more clarity."" The Making Decisions Alliance, which includes the Alzheimer's Society, Age Concern, Mencap and the National Autistic Society, said misunderstandings over the bill had to be cleared up. ""It will not change the current law on euthanasia and will actually provide a series of better safeguards when decisions are made for people who lack capacity,"" the alliance said in a statement. The British Medical Association also backs the bill, saying it just gives incapacitated people the same rights as others. Debate on legalising euthanasia has intensified in the UK because of cases like that of motor neurone patient Diane Pretty. She died two years ago after losing a legal battle to allow her husband to help her commit suicide. ",politics
69.0,Talks aim to avert pension strike," Talks aimed at averting a series of national strikes over pensions reforms will take place this weekend.  Five public sector unions will hold private talks with Deputy Prime Minister John Prescott at Labour's spring conference in Gateshead. They want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65. Up to 1.4m workers could take part in a strike already earmarked for 23 March. However, all sides are anxious to avoid a major confrontation in the run up to the general election, said BBC labour affairs correspondent Stephen Cape. In four days, Britain's biggest union Unison will start balloting 800,000 local government workers on strikes. Other public sector unions have pledged to follow. It is just weeks before new regulations are introduced to raise the pension age of local government workers.  The five unions meeting Mr Prescott want the government to withdraw these regulations. This would allow months of tough negotiations to follow, said our correspondent. But a spokesman for Mr Prescott warned that the changes to the local government pension scheme would have to go ahead in April. Privately ministers believe this will be the ""less painful"" option, our correspondent added. The Public and Commercial Services Union (PCS) will co-ordinate any industrial action with up to six other public sector unions. PCS leader Mark Serwotka warned last week that there could be further walkouts unless there was a government rethink. ""For a government that lectures everyone on choice - choice on public service, choice on this and choice on that - isn't it ironic that they're saying to public sector workers there is no choice,"" he said. ""If you want the pension you were promised when you started you must work for an extra five years - that is working until people drop. ""In the 20th century, it's completely unacceptable.""  Unison's 800,000 workers, the Transport and General Workers' Union's 70,000 and Amicus' 20,000 are among those being balloted about a 23 March walkout. Mr Prescott held a private meeting with senior union figures last week. It is understood no deal was offered in that meeting but there was room for further negotiations. ",politics
70.0,Opposition grows to house arrests," The Conservatives have expressed ""serious misgivings"" about government plans for keeping UK and foreign terror suspects under house arrest.  Michael Howard said he would not back the Home Secretary's plans for ""control orders"" which include home detention. ""I do not believe that anyone should be deprived of their liberty on the say so of a politician,"" he said. The Lib Dems also oppose the proposals, but ministers insist they are proportionate to the terror threat.  The government proposed the idea and a range of other new powers after the laws lords said current detentions without trial broke human rights laws. New Metropolitan Police Commissioner Sir Ian Blair has backed the control orders, saying: ""I'm sorry. It is a dilemma, but there is only one choice."" But Mr Howard said: ""We have serious misgivings about both their effectiveness in protecting life and their consequences for the British way of life.""  He argued that people accused of terrorist offences should be brought to trial and be held in prison - not at home - while they await trial. Mr Howard said he feared ""internment without trial creates martyrs"" and could be ""a very effective recruiting sergeant"" for terrorists"". His party plans to move an amendment to the Serious Organised Crime and Police Bill next week that would give a judge responsibility for assessing evidence and ensuring a balanced case is presented to the court. He called on the prime minister to ""enter into constructive discussions"" with his party to find a ""better way forward"". Controversy over the issue continues after a foreign terror suspect held in the UK without trial or charge since December 2001 was freed from jail.  Home Secretary Charles Clarke said there was not enough evidence to keep the Egyptian man, known only as C, certified as a terrorist suspect. On Monday, the legal team for two Algerian suspects being held without trial told a court the men did not want bail if it meant being put under house arrest. Most of the terror suspects are detained at Belmarsh Prison in London. The Liberal Democrats say they also oppose house arrests and questioned the human rights implications of the measure. Home affairs spokesman Mark Oaten told BBC Radio 4's Today programme: ""It's a matter of principle for us that we can't have a situation where the Home Secretary is able to impose house detention now on UK nationals as well as foreign nationals.""  The Lib Dems believe the Home Secretary should allow phone tapping evidence in prosecutions. ""We think there could be a role for some form of control order - tagging, surveillance, limitation on use of mobile phones - but not with the Home Secretary's say so. That must be done with a proper judicial process, a judge involved in making those decisions,"" said Mr Oaten. Mr Clarke has rejected that idea saying intercept evidence is only a small part of the case against terror suspects and could put the lives of intelligence sources at risk. He said prosecutions were the government's first preference and promised the powers would only be used in ""serious"" cases, with independent scrutiny from judges. ",politics
71.0,Visa decision 'every 11 minutes'," Visa processing staff are sometimes expected to rule on an application every 11 minutes, MPs have said.  Pressure was placed on staff to be efficient, rather than to do a thorough examination of an application, the Public Accounts Committee found. Every officer had an annual target of 8,000 applications - equivalent to 40 a day or one every 11 minutes. MPs want research into whether UK visa holders leave at the end of their stays, or vanish into the black market. Committee chairman Edward Leigh said: ""There is a worrying tension between quick processing and proper control over the visas issued. ""Entry clearance staff are expected to deal with a visa application in about 11 minutes which is surely too little time to look closely at the supporting documents. ""  The committee's report also discussed the Romanian and Bulgarian visas scandal which led to the resignation of immigration minister Beverley Hughes last year. Committee members said the Home Office had been wrong to dismiss concerns from visa staff abroad who feared the system was being abused. Investigations carried out in the wake of Ms Hughes' resignation found more than 7,000 people had entered the UK under the business visa scheme for Romanian and Bulgarian ""entrepreneurs"". Mr Leigh said the Home Office should now consider removing those who had not set up a valid business. A Home Office spokesman said the system had been toughened and tightened since the investigation. He added ""that the traditional system of a dual decision making process for all pre-entry applications will be replaced by a single pre-entry check at post, which will be simpler and more robust against abuse than the current system"". ",politics
